epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,878.051,0.87725,1.12552,1.02047,0.93151,0.91486,0.96953,0.78653,0.67205,1.1191,0.85233,0.00076325,0.00076325,0.00076325
61,891.308,0.85166,1.0153,0.98455,0.93151,0.91486,0.96953,0.78653,0.67205,1.1191,0.85233,0.000755,0.000755,0.000755
62,904.595,0.85668,1.15445,1.08407,0.92636,0.90694,0.97285,0.77966,0.69655,1.13421,0.83841,0.00074675,0.00074675,0.00074675
63,917.77,0.9012,1.12286,0.99404,0.87223,0.98214,0.97639,0.78925,0.71777,1.11518,0.85128,0.0007385,0.0007385,0.0007385
64,930.739,0.93505,1.06617,1.10054,0.9069,0.96745,0.97924,0.7961,0.7257,1.10748,0.85325,0.00073025,0.00073025,0.00073025
65,943.625,0.89006,1.0027,1.05988,0.9069,0.96745,0.97924,0.7961,0.7257,1.10748,0.85325,0.000722,0.000722,0.000722
66,956.63,0.77196,1.01084,1.03161,0.92864,0.94984,0.98161,0.78382,0.75838,1.10478,0.89179,0.00071375,0.00071375,0.00071375
67,969.389,0.89605,1.24408,1.14494,0.95796,0.9547,0.98148,0.78293,0.75642,1.05101,0.90201,0.0007055,0.0007055,0.0007055
68,982.353,0.92333,1.01462,1.07416,0.95202,0.97837,0.98598,0.79216,0.70416,0.9688,0.8823,0.00069725,0.00069725,0.00069725
69,995.397,0.9438,1.03728,1.0446,0.95202,0.97837,0.98598,0.79216,0.70416,0.9688,0.8823,0.000689,0.000689,0.000689
70,1008.43,0.91826,1.09517,1.03616,0.9653,0.97957,0.98909,0.79608,0.66283,0.94883,0.8516,0.00068075,0.00068075,0.00068075
71,1021.43,0.88073,1.08521,1.03808,0.95276,0.9863,0.98948,0.81577,0.63805,0.91146,0.83114,0.0006725,0.0006725,0.0006725
72,1034.54,0.77977,0.93331,0.9752,0.97552,0.9946,0.99414,0.82924,0.61746,0.86387,0.81941,0.00066425,0.00066425,0.00066425
73,1047.8,0.98298,1.04166,1.05442,0.97552,0.9946,0.99414,0.82924,0.61746,0.86387,0.81941,0.000656,0.000656,0.000656
74,1060.85,0.92616,1.04016,1.09876,0.98719,0.99107,0.9945,0.82914,0.62375,0.84123,0.81647,0.00064775,0.00064775,0.00064775
75,1073.71,0.74047,0.92589,0.98009,0.9894,0.99048,0.99386,0.8199,0.63854,0.81039,0.81186,0.0006395,0.0006395,0.0006395
76,1086.69,0.7794,1.03211,1.03062,0.99,0.98592,0.99406,0.82803,0.62126,0.78634,0.80606,0.00063125,0.00063125,0.00063125
77,1099.59,0.80658,0.90176,1.00802,0.99,0.98592,0.99406,0.82803,0.62126,0.78634,0.80606,0.000623,0.000623,0.000623
78,1112.55,0.83563,0.98579,1.04841,0.99075,0.98604,0.9945,0.83625,0.62937,0.75577,0.80726,0.00061475,0.00061475,0.00061475
79,1125.54,0.75258,0.95485,0.98871,0.9886,0.98925,0.99474,0.82965,0.64985,0.75117,0.81088,0.0006065,0.0006065,0.0006065
80,1138.55,0.77625,0.89043,0.98449,0.98588,0.995,0.995,0.84188,0.63406,0.74959,0.80837,0.00059825,0.00059825,0.00059825
81,1151.32,0.78572,0.92651,0.97958,0.98588,0.995,0.995,0.84188,0.63406,0.74959,0.80837,0.00059,0.00059,0.00059
82,1164.31,0.84229,0.9533,1.03709,0.98752,0.9984,0.995,0.83802,0.59762,0.7695,0.8091,0.00058175,0.00058175,0.00058175
83,1177.31,0.85047,1.24637,1.09553,0.99099,0.99501,0.995,0.8441,0.56638,0.77144,0.80211,0.0005735,0.0005735,0.0005735
84,1190.33,0.76489,0.90477,0.96772,0.99541,0.98744,0.995,0.83941,0.5805,0.78833,0.80323,0.00056525,0.00056525,0.00056525
85,1203.28,0.82695,0.84736,1.03171,0.99541,0.98744,0.995,0.83941,0.5805,0.78833,0.80323,0.000557,0.000557,0.000557
86,1216.19,0.7768,0.94188,1.05066,0.98887,0.99571,0.995,0.85747,0.57182,0.78959,0.79811,0.00054875,0.00054875,0.00054875
87,1228.98,0.79543,0.88709,1.01333,0.98654,0.99806,0.995,0.84754,0.58093,0.785,0.79549,0.0005405,0.0005405,0.0005405
88,1241.96,0.65809,0.79779,0.97897,0.9764,0.9954,0.995,0.8331,0.60527,0.78292,0.79724,0.00053225,0.00053225,0.00053225
89,1254.78,0.72119,0.86303,1.00377,0.9764,0.9954,0.995,0.8331,0.60527,0.78292,0.79724,0.000524,0.000524,0.000524
90,1267.67,0.72125,0.81881,0.94335,0.97987,0.98985,0.995,0.83568,0.58935,0.79018,0.79524,0.00051575,0.00051575,0.00051575
91,1280.31,0.7541,0.99664,1.00694,0.9857,0.98443,0.995,0.84588,0.55248,0.78,0.78644,0.0005075,0.0005075,0.0005075
92,1293.14,0.7638,0.89479,0.95189,0.97521,0.99194,0.995,0.86622,0.53509,0.76424,0.78833,0.00049925,0.00049925,0.00049925
93,1305.9,0.72746,0.8393,0.99647,0.97521,0.99194,0.995,0.86622,0.53509,0.76424,0.78833,0.000491,0.000491,0.000491
94,1318.6,0.69356,0.7888,0.95535,0.97029,1,0.995,0.87063,0.51711,0.73294,0.78866,0.00048275,0.00048275,0.00048275
95,1331.43,0.89253,0.87681,1.11732,0.96462,1,0.995,0.87062,0.51587,0.7072,0.793,0.0004745,0.0004745,0.0004745
96,1344.31,0.76502,0.83475,1.01939,0.97247,1,0.995,0.87966,0.5098,0.68716,0.78877,0.00046625,0.00046625,0.00046625
97,1356.92,0.80006,0.88973,1.05219,0.97247,1,0.995,0.87966,0.5098,0.68716,0.78877,0.000458,0.000458,0.000458
98,1369.8,0.73137,0.85349,0.97925,0.98121,1,0.995,0.87743,0.51183,0.69041,0.78249,0.00044975,0.00044975,0.00044975
99,1382.44,0.66372,0.86717,0.95338,0.99155,1,0.995,0.87174,0.50958,0.69106,0.77899,0.0004415,0.0004415,0.0004415
100,1395.33,0.68448,0.87247,0.95204,0.98799,0.99897,0.995,0.87016,0.51368,0.71658,0.77729,0.00043325,0.00043325,0.00043325
101,1407.92,0.72905,0.82337,1.04985,0.98799,0.99897,0.995,0.87016,0.51368,0.71658,0.77729,0.000425,0.000425,0.000425
102,1420.72,0.64921,0.90508,0.9271,0.98024,0.99103,0.995,0.85684,0.53853,0.7418,0.78199,0.00041675,0.00041675,0.00041675
103,1434.41,0.75467,0.86539,0.98945,0.98326,0.98782,0.995,0.83985,0.57136,0.72288,0.78487,0.0004085,0.0004085,0.0004085
104,1447.4,0.71357,0.83687,0.96939,0.98594,0.98592,0.995,0.84409,0.56509,0.69961,0.78388,0.00040025,0.00040025,0.00040025
105,1460.47,0.70617,0.85438,1.01253,0.98594,0.98592,0.995,0.84409,0.56509,0.69961,0.78388,0.000392,0.000392,0.000392
106,1473.27,0.70965,0.90228,1.06073,0.98785,0.98468,0.995,0.86133,0.53258,0.67598,0.77967,0.00038375,0.00038375,0.00038375
107,1486.19,0.64924,0.80873,0.95312,0.98798,0.98656,0.99474,0.87168,0.52105,0.65913,0.77846,0.0003755,0.0003755,0.0003755
108,1499.12,0.75781,0.84289,0.97154,0.98356,1,0.995,0.86885,0.52513,0.66392,0.77994,0.00036725,0.00036725,0.00036725
109,1512.12,0.67581,0.77345,0.91114,0.98356,1,0.995,0.86885,0.52513,0.66392,0.77994,0.000359,0.000359,0.000359
110,1525.18,0.71722,0.85278,0.98308,0.99171,0.98715,0.995,0.88298,0.53838,0.6818,0.7803,0.00035075,0.00035075,0.00035075
111,1537.92,0.66215,0.74284,0.97165,0.98571,0.99565,0.995,0.88724,0.53426,0.66279,0.77844,0.0003425,0.0003425,0.0003425
112,1550.96,0.71267,0.74475,0.97672,0.98712,0.99624,0.995,0.88191,0.55392,0.65117,0.78123,0.00033425,0.00033425,0.00033425
113,1563.71,0.68541,0.83711,0.98378,0.98712,0.99624,0.995,0.88191,0.55392,0.65117,0.78123,0.000326,0.000326,0.000326
114,1576.55,0.73938,0.7834,0.97953,0.98981,0.99685,0.995,0.8805,0.55857,0.63269,0.78181,0.00031775,0.00031775,0.00031775
115,1589.38,0.69522,0.78233,0.99087,0.99345,0.99825,0.995,0.88512,0.55268,0.61385,0.78046,0.0003095,0.0003095,0.0003095
116,1602.4,0.61689,0.78334,0.94022,0.99452,1,0.995,0.88518,0.54428,0.60737,0.77615,0.00030125,0.00030125,0.00030125
117,1615.36,0.62731,0.71286,0.92238,0.99452,1,0.995,0.88518,0.54428,0.60737,0.77615,0.000293,0.000293,0.000293
118,1628.17,0.6247,0.72544,0.93996,0.9939,0.99989,0.995,0.88649,0.52018,0.59884,0.77119,0.00028475,0.00028475,0.00028475
119,1641.27,0.64354,0.76067,0.94383,0.99271,0.99559,0.995,0.8856,0.49035,0.58828,0.76711,0.0002765,0.0002765,0.0002765
120,1654.81,0.66238,0.77903,0.95004,0.98776,0.99107,0.99474,0.88969,0.47661,0.58608,0.76397,0.00026825,0.00026825,0.00026825
121,1667.77,0.61751,0.68557,0.90628,0.98776,0.99107,0.99474,0.88969,0.47661,0.58608,0.76397,0.00026,0.00026,0.00026
122,1680.74,0.63813,0.69634,0.88574,0.98655,0.99107,0.9945,0.88907,0.47158,0.59249,0.76391,0.00025175,0.00025175,0.00025175
123,1693.54,0.67721,0.74353,0.97294,0.98419,0.99107,0.9945,0.89404,0.47546,0.59117,0.7641,0.0002435,0.0002435,0.0002435
124,1706.87,0.6551,0.67357,0.90524,0.98109,0.99107,0.9945,0.89636,0.47363,0.58614,0.76353,0.00023525,0.00023525,0.00023525
125,1720.15,0.63344,0.71377,0.93187,0.98109,0.99107,0.9945,0.89636,0.47363,0.58614,0.76353,0.000227,0.000227,0.000227
126,1733.19,0.60881,0.74053,0.94465,0.98325,0.99107,0.9945,0.8988,0.46951,0.58407,0.76274,0.00021875,0.00021875,0.00021875
127,1746.12,0.64041,0.80495,0.94541,0.984,0.99107,0.99474,0.88949,0.47227,0.58531,0.76183,0.0002105,0.0002105,0.0002105
128,1759.11,0.65388,0.85154,1.01613,0.99218,0.99838,0.995,0.89465,0.46944,0.57923,0.76199,0.00020225,0.00020225,0.00020225
129,1772.26,0.74404,0.71725,1.07614,0.99218,0.99838,0.995,0.89465,0.46944,0.57923,0.76199,0.000194,0.000194,0.000194
130,1785.79,0.65425,0.74646,0.98641,0.99206,1,0.995,0.9011,0.46079,0.57127,0.7616,0.00018575,0.00018575,0.00018575
131,1798.58,0.73011,0.86987,1.01507,0.99257,1,0.995,0.89479,0.47557,0.57485,0.76237,0.0001775,0.0001775,0.0001775
132,1811.66,0.72654,0.77735,1.01557,0.99261,1,0.995,0.88113,0.49572,0.57343,0.76415,0.00016925,0.00016925,0.00016925
133,1824.73,0.66538,0.71541,0.95225,0.99261,1,0.995,0.88113,0.49572,0.57343,0.76415,0.000161,0.000161,0.000161
134,1837.77,0.60003,0.78028,0.93363,0.99197,1,0.995,0.88163,0.49868,0.56833,0.7626,0.00015275,0.00015275,0.00015275
135,1850.81,0.72668,0.77165,1.05851,0.99103,1,0.995,0.8866,0.48794,0.56746,0.75863,0.0001445,0.0001445,0.0001445
136,1863.92,0.61572,0.78645,0.95234,0.99032,1,0.995,0.88891,0.47284,0.56487,0.75616,0.00013625,0.00013625,0.00013625
137,1876.99,0.54811,0.65646,0.91287,0.99032,1,0.995,0.88891,0.47284,0.56487,0.75616,0.000128,0.000128,0.000128
138,1890.29,0.56216,0.67627,0.9222,0.99038,1,0.995,0.89012,0.45878,0.56063,0.75456,0.00011975,0.00011975,0.00011975
139,1903.54,0.69497,0.79847,1.005,0.99125,1,0.995,0.89706,0.4486,0.55701,0.75355,0.0001115,0.0001115,0.0001115
140,1916.75,0.57833,0.76388,0.96254,0.99164,1,0.995,0.8979,0.44675,0.55948,0.75269,0.00010325,0.00010325,0.00010325
141,1929.81,0.60739,0.70776,0.92171,0.99164,1,0.995,0.8979,0.44675,0.55948,0.75269,9.5e-05,9.5e-05,9.5e-05
142,1942.8,0.51423,0.65857,0.88405,0.99201,1,0.995,0.89676,0.44564,0.5585,0.75182,8.675e-05,8.675e-05,8.675e-05
143,1955.86,0.68118,0.73671,0.99364,0.99229,1,0.995,0.90523,0.44296,0.55437,0.75086,7.85e-05,7.85e-05,7.85e-05
144,1968.91,0.52924,0.73547,0.8712,0.99264,1,0.995,0.90544,0.4415,0.55255,0.74984,7.025e-05,7.025e-05,7.025e-05
145,1981.91,0.42276,0.64052,0.89287,0.99264,1,0.995,0.90544,0.4415,0.55255,0.74984,6.2e-05,6.2e-05,6.2e-05
146,1994.9,0.46876,0.6259,0.88552,0.99255,1,0.995,0.90532,0.44273,0.55021,0.74935,5.375e-05,5.375e-05,5.375e-05
147,2007.93,0.46964,0.79631,0.83778,0.99268,1,0.995,0.90666,0.44343,0.5489,0.7493,4.55e-05,4.55e-05,4.55e-05
148,2021.49,0.51593,0.7197,0.89482,0.99322,1,0.995,0.9069,0.44599,0.54947,0.74925,3.725e-05,3.725e-05,3.725e-05
149,2034.73,0.49583,0.71934,0.899,0.99322,1,0.995,0.9069,0.44599,0.54947,0.74925,2.9e-05,2.9e-05,2.9e-05
150,2048.06,0.41797,0.60395,0.83738,0.9934,1,0.995,0.90633,0.44619,0.5492,0.74912,2.075e-05,2.075e-05,2.075e-05
